strain	gisaid_epi_isl	genbank_accession	date	region	iso	country	division	location	region_exposure	country_exposure	division_exposure	length	host	originating_lab	submitting_lab	authors	url	update
USA/NY-Yale-025/2020	?	?	2020-03-19	North America	USA	USA-Northeast	New York	Rye	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/NY-Yale-026/2020	?	?	2020-03-19	North America	USA	USA-Northeast	New York	Farmingdale	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update02
USA/NY-Yale-030/2020	?	?	2020-03-17	North America	USA	USA-Northeast	New York	Bronxville	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update01
USA/CT-Yale-011/2020	?	?	2020-03-11	North America	USA	USA-Northeast	Connecticut	West Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-019/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Trumbull	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-032/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	West Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-033/2020	?	?	2020-03-18	North America	USA	USA-Northeast	Connecticut	Milford	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-038/2020	?	?	2020-03-17	North America	USA	USA-Northeast	Connecticut	West Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-041/2020	?	?	2020-03-16	North America	USA	USA-Northeast	Connecticut	West Haven	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-042/2020	?	?	2020-03-19	North America	USA	USA-Northeast	Connecticut	Branford	?	?	?	29903	Human	Yale Clinical Virology Laboratory	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-051/2020	?	?	2020-03-26	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-052/2020	?	?	2020-03-26	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-053/2020	?	?	2020-03-30	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-054/2020	?	?	2020-03-27	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-055/2020	?	?	2020-03-27	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-056/2020	?	?	2020-03-27	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29894	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-057/2020	?	?	2020-03-28	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-058/2020	?	?	2020-03-28	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-059/2020	?	?	2020-03-28	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-060/2020	?	?	2020-04-01	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-061/2020	?	?	2020-03-31	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-062/2020	?	?	2020-03-31	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-065/2020	?	?	2020-04-02	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-066/2020	?	?	2020-04-04	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-068/2020	?	?	2020-04-03	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-075/2020	?	?	2020-04-02	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-076/2020	?	?	2020-04-04	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-084/2020	?	?	2020-04-06	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-086/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-091/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-092/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-094/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-095/2020	?	?	2020-04-08	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update03
USA/CT-Yale-110/2020	?	?	2020-04-09	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-113/2020	?	?	2020-04-09	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-070/2020	?	?	2020-03-26	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-082/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-088/2020	?	?	2020-04-06	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-089/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-098/2020	?	?	2020-04-02	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-099/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-067/2020	?	?	2020-04-04	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-072/2020	?	?	2020-03-30	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-073/2020	?	?	2020-04-02	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-080/2020	?	?	2020-04-06	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-107/2020	?	?	2020-04-07	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-115/2020	?	?	2020-04-11	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-117/2020	?	?	2020-04-11	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update04
USA/CT-Yale-079/2020	?	?	2020-04-02	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-102/2020	?	?	2020-04-06	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-114/2020	?	?	2020-04-10	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-116/2020	?	?	2020-04-10	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-120/2020	?	?	2020-04-11	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-121/2020	?	?	2020-04-11	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-123/2020	?	?	2020-04-11	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-124/2020	?	?	2020-04-16	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-125/2020	?	?	2020-04-09	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-127/2020	?	?	2020-04-13	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-138/2020	?	?	2020-04-17	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-128/2020	?	?	2020-04-16	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-129/2020	?	?	2020-04-13	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-130/2020	?	?	2020-04-13	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-131/2020	?	?	2020-04-16	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-133/2020	?	?	2020-04-10	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
USA/CT-Yale-134/2020	?	?	2020-04-16	North America	USA	USA-Northeast	Connecticut	?	?	?	?	29903	Human	Yale COVID-19 Biorepository	Grubaugh Lab - Yale School of Public Health	Fauver et al	?	Update05
